Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,121002,2012-10-02,85692,CMX,1,85,152264,5451,56565,54931,10815,6909,47502,23186,3267,7313,22615,11219,136592,134576,15672,17688,152264,5451,56565,54931,10815,6909,47502,23186,3267,7313,22615,11219,136592,134576,15672,17688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,-950.0,3963.0,-561.0,-882.0,404.0,905.0,-2829.0,380.0,-695.0,-843.0,-40.0,-557.0,153.0,558.0,-152.0,100,3.6,37.1,36.1,7.1,4.5,31.2,15.2,2.1,4.8,14.9,7.4,89.7,88.4,10.3,11.6,100,3.6,37.1,36.1,7.1,4.5,31.2,15.2,2.1,4.8,14.9,7.4,89.7,88.4,10.3,11.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238,18.0,36.0,20.0,8.0,14.0,63.0,32.0,15.0,17.0,54.0,19.0,148,154.0,238.0,18.0,36.0,20.0,8.0,14.0,63.0,32.0,15.0,17.0,54.0,19.0,148.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,24.6,36.1,35.8,21.0,23.5,32.7,33.6,21.5,24.6,36.1,35.8,21.0,23.5,32.7,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)",N25,FutOnly
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,121009,2012-10-09,85692,CMX,1,85,152004,5185,58772,53357,10247,6969,45002,21554,3563,9603,21232,12250,135929,134587,16075,17417,152004,5185,58772,53357,10247,6969,45002,21554,3563,9603,21232,12250,135929,134587,16075,17417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-260.0,-266.0,2207.0,-1574.0,-568.0,60.0,-2500.0,-1632.0,296.0,2290.0,-1383.0,1031.0,-663.0,11.0,403.0,-271.0,100,3.4,38.7,35.1,6.7,4.6,29.6,14.2,2.3,6.3,14.0,8.1,89.4,88.5,10.6,11.5,100,3.4,38.7,35.1,6.7,4.6,29.6,14.2,2.3,6.3,14.0,8.1,89.4,88.5,10.6,11.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228,17.0,33.0,20.0,8.0,14.0,54.0,32.0,17.0,23.0,50.0,18.0,146,147.0,228.0,17.0,33.0,20.0,8.0,14.0,54.0,32.0,17.0,23.0,50.0,18.0,146.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,26.5,35.6,37.8,21.0,25.2,32.4,35.7,21.4,26.5,35.6,37.8,21.0,25.2,32.4,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)",N25,FutOnly
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,121016,2012-10-16,85692,CMX,1,85,150296,5030,57864,53895,9410,7122,43632,19856,3594,9144,21425,12645,135062,131916,15234,18380,150296,5030,57864,53895,9410,7122,43632,19856,3594,9144,21425,12645,135062,131916,15234,18380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1708.0,-155.0,-908.0,538.0,-837.0,153.0,-1370.0,-1698.0,31.0,-459.0,193.0,395.0,-867.0,-2671.0,-841.0,963.0,100,3.3,38.5,35.9,6.3,4.7,29.0,13.2,2.4,6.1,14.3,8.4,89.9,87.8,10.1,12.2,100,3.3,38.5,35.9,6.3,4.7,29.0,13.2,2.4,6.1,14.3,8.4,89.9,87.8,10.1,12.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228,18.0,32.0,19.0,9.0,14.0,53.0,31.0,15.0,21.0,52.0,22.0,144,151.0,228.0,18.0,32.0,19.0,9.0,14.0,53.0,31.0,15.0,21.0,52.0,22.0,144.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,26.2,36.5,37.3,21.2,24.9,33.1,35.0,21.8,26.2,36.5,37.3,21.2,24.9,33.1,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)",N25,FutOnly
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,121023,2012-10-23,85692,CMX,1,85,153564,9391,60879,54106,8520,6617,39694,21627,6649,9100,20264,11697,137254,136253,16310,17311,153564,9391,60879,54106,8520,6617,39694,21627,6649,9100,20264,11697,137254,136253,16310,17311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3268.0,4361.0,3015.0,211.0,-890.0,-505.0,-3938.0,1771.0,3055.0,-44.0,-1161.0,-948.0,2192.0,4337.0,1076.0,-1069.0,100,6.1,39.6,35.2,5.5,4.3,25.8,14.1,4.3,5.9,13.2,7.6,89.4,88.7,10.6,11.3,100,6.1,39.6,35.2,5.5,4.3,25.8,14.1,4.3,5.9,13.2,7.6,89.4,88.7,10.6,11.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227,19.0,34.0,18.0,8.0,12.0,50.0,37.0,19.0,23.0,44.0,21.0,140,156.0,227.0,19.0,34.0,18.0,8.0,12.0,50.0,37.0,19.0,23.0,44.0,21.0,140.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,27.7,35.8,38.5,20.8,23.5,32.6,33.5,21.4,27.7,35.8,38.5,20.8,23.5,32.6,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)",N25,FutOnly
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,121030,2012-10-30,85692,CMX,1,85,156569,11192,58909,56981,7615,5400,35512,28548,8402,10077,19335,12172,139736,140381,16833,16188,156569,11192,58909,56981,7615,5400,35512,28548,8402,10077,19335,12172,139736,140381,16833,16188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3005.0,1801.0,-1970.0,2875.0,-905.0,-1217.0,-4182.0,6921.0,1753.0,977.0,-929.0,475.0,2482.0,4128.0,523.0,-1123.0,100,7.1,37.6,36.4,4.9,3.4,22.7,18.2,5.4,6.4,12.3,7.8,89.2,89.7,10.8,10.3,100,7.1,37.6,36.4,4.9,3.4,22.7,18.2,5.4,6.4,12.3,7.8,89.2,89.7,10.8,10.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236,19.0,33.0,19.0,8.0,13.0,44.0,44.0,19.0,25.0,47.0,24.0,141,167.0,236.0,19.0,33.0,19.0,8.0,13.0,44.0,44.0,19.0,25.0,47.0,24.0,141.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,26.1,36.4,37.1,20.6,21.6,33.0,31.8,21.0,26.1,36.4,37.1,20.6,21.6,33.0,31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)",N25,FutOnly
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,121106,2012-11-06,85692,CMX,1,85,155396,12065,57900,56868,7309,5700,32746,30674,10051,9286,13555,13081,139797,138270,15599,17126,155396,12065,57900,56868,7309,5700,32746,30674,10051,9286,13555,13081,139797,138270,15599,17126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1173.0,873.0,-1009.0,-113.0,-306.0,300.0,-2766.0,2126.0,1649.0,-791.0,-5780.0,909.0,61.0,-2111.0,-1234.0,938.0,100,7.8,37.3,36.6,4.7,3.7,21.1,19.7,6.5,6.0,8.7,8.4,90.0,89.0,10.0,11.0,100,7.8,37.3,36.6,4.7,3.7,21.1,19.7,6.5,6.0,8.7,8.4,90.0,89.0,10.0,11.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227,20.0,33.0,21.0,7.0,15.0,38.0,46.0,24.0,25.0,43.0,24.0,140,166.0,227.0,20.0,33.0,21.0,7.0,15.0,38.0,46.0,24.0,25.0,43.0,24.0,140.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,26.1,36.6,36.6,20.5,21.6,32.7,31.7,21.0,26.1,36.6,36.6,20.5,21.6,32.7,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)",N25,FutOnly
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,121113,2012-11-13,85692,CMX,1,85,151884,8207,52369,58221,7350,5355,30809,31640,3842,10784,14377,18399,135617,133332,16267,18552,151884,8207,52369,58221,7350,5355,30809,31640,3842,10784,14377,18399,135617,133332,16267,18552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3512.0,-3858.0,-5531.0,1353.0,41.0,-345.0,-1937.0,966.0,-6209.0,1498.0,822.0,5318.0,-4180.0,-4938.0,668.0,1426.0,100,5.4,34.5,38.3,4.8,3.5,20.3,20.8,2.5,7.1,9.5,12.1,89.3,87.8,10.7,12.2,100,5.4,34.5,38.3,4.8,3.5,20.3,20.8,2.5,7.1,9.5,12.1,89.3,87.8,10.7,12.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231,23.0,33.0,20.0,7.0,15.0,31.0,45.0,21.0,29.0,44.0,30.0,145,171.0,231.0,23.0,33.0,20.0,7.0,15.0,31.0,45.0,21.0,29.0,44.0,30.0,145.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,23.3,36.5,33.8,20.9,21.4,33.8,31.3,21.6,23.3,36.5,33.8,20.9,21.4,33.8,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)",N25,FutOnly
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,121120,2012-11-20,85692,CMX,1,85,147748,12033,55540,58203,6906,4814,29778,32430,3506,9843,10622,14766,132943,128584,14805,19164,147748,12033,55540,58203,6906,4814,29778,32430,3506,9843,10622,14766,132943,128584,14805,19164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4136.0,3826.0,3171.0,-18.0,-444.0,-541.0,-1031.0,790.0,-336.0,-941.0,-3755.0,-3633.0,-2674.0,-4748.0,-1462.0,612.0,100,8.1,37.6,39.4,4.7,3.3,20.2,21.9,2.4,6.7,7.2,10.0,90.0,87.0,10.0,13.0,100,8.1,37.6,39.4,4.7,3.3,20.2,21.9,2.4,6.7,7.2,10.0,90.0,87.0,10.0,13.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217,23.0,31.0,18.0,6.0,16.0,32.0,48.0,22.0,26.0,36.0,27.0,134,164.0,217.0,23.0,31.0,18.0,6.0,16.0,32.0,48.0,22.0,26.0,36.0,27.0,134.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,25.9,38.7,36.5,21.6,21.7,35.3,31.3,22.2,25.9,38.7,36.5,21.6,21.7,35.3,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)",N25,FutOnly
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,121127,2012-11-27,85692,CMX,1,85,145313,8795,54531,59399,6581,5269,29202,30755,3604,8924,10350,16284,131477,127374,13836,17939,145313,8795,54531,59399,6581,5269,29202,30755,3604,8924,10350,16284,131477,127374,13836,17939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2435.0,-3238.0,-1009.0,1196.0,-325.0,455.0,-576.0,-1675.0,98.0,-919.0,-272.0,1518.0,-1466.0,-1210.0,-969.0,-1225.0,100,6.1,37.5,40.9,4.5,3.6,20.1,21.2,2.5,6.1,7.1,11.2,90.5,87.7,9.5,12.3,100,6.1,37.5,40.9,4.5,3.6,20.1,21.2,2.5,6.1,7.1,11.2,90.5,87.7,9.5,12.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211,21.0,32.0,19.0,7.0,16.0,30.0,49.0,19.0,23.0,37.0,27.0,127,163.0,211.0,21.0,32.0,19.0,7.0,16.0,30.0,49.0,19.0,23.0,37.0,27.0,127.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,24.7,38.8,35.2,22.1,22.8,35.8,32.2,22.8,24.7,38.8,35.2,22.1,22.8,35.8,32.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)",N25,FutOnly
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,121204,2012-12-04,85692,CMX,1,85,143993,5444,58476,60173,9375,5627,33312,19831,4151,10994,15423,11756,131457,124639,12536,19354,143993,5444,58476,60173,9375,5627,33312,19831,4151,10994,15423,11756,131457,124639,12536,19354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1320.0,-3351.0,3945.0,774.0,2794.0,358.0,4110.0,-10924.0,547.0,2070.0,5073.0,-4528.0,-20.0,-2735.0,-1300.0,1415.0,100,3.8,40.6,41.8,6.5,3.9,23.1,13.8,2.9,7.6,10.7,8.2,91.3,86.6,8.7,13.4,100,3.8,40.6,41.8,6.5,3.9,23.1,13.8,2.9,7.6,10.7,8.2,91.3,86.6,8.7,13.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227,20.0,34.0,18.0,7.0,12.0,42.0,35.0,17.0,27.0,55.0,21.0,138,156.0,227.0,20.0,34.0,18.0,7.0,12.0,42.0,35.0,17.0,27.0,55.0,21.0,138.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,26.5,40.3,36.3,23.0,25.6,37.0,34.7,23.5,26.5,40.3,36.3,23.0,25.6,37.0,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)",N25,FutOnly
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,121211,2012-12-11,85692,CMX,1,85,151310,5613,63805,58552,10448,7476,39284,17161,5804,9309,18801,10847,136885,134342,14425,16968,151310,5613,63805,58552,10448,7476,39284,17161,5804,9309,18801,10847,136885,134342,14425,16968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7317.0,169.0,5329.0,-1621.0,1073.0,1849.0,5972.0,-2670.0,1653.0,-1685.0,3378.0,-909.0,5428.0,9703.0,1889.0,-2386.0,100,3.7,42.2,38.7,6.9,4.9,26.0,11.3,3.8,6.2,12.4,7.2,90.5,88.8,9.5,11.2,100,3.7,42.2,38.7,6.9,4.9,26.0,11.3,3.8,6.2,12.4,7.2,90.5,88.8,9.5,11.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,18.0,35.0,19.0,7.0,13.0,52.0,29.0,20.0,19.0,52.0,20.0,141,149.0,220.0,18.0,35.0,19.0,7.0,13.0,52.0,29.0,20.0,19.0,52.0,20.0,141.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,27.8,38.4,39.0,22.1,26.1,34.6,36.1,22.7,27.8,38.4,39.0,22.1,26.1,34.6,36.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)",N25,FutOnly
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,121218,2012-12-18,85692,CMX,1,85,153815,6401,66143,56412,10415,8109,42233,17702,5965,9302,18779,10149,138571,137262,15244,16553,153815,6401,66143,56412,10415,8109,42233,17702,5965,9302,18779,10149,138571,137262,15244,16553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2505.0,788.0,2338.0,-2140.0,-33.0,633.0,2949.0,541.0,161.0,-7.0,-22.0,-698.0,1686.0,2920.0,819.0,-415.0,100,4.2,43.0,36.7,6.8,5.3,27.5,11.5,3.9,6.0,12.2,6.6,90.1,89.2,9.9,10.8,100,4.2,43.0,36.7,6.8,5.3,27.5,11.5,3.9,6.0,12.2,6.6,90.1,89.2,9.9,10.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221,20.0,34.0,19.0,7.0,14.0,52.0,27.0,19.0,20.0,53.0,19.0,143,147.0,221.0,20.0,34.0,19.0,7.0,14.0,52.0,27.0,19.0,20.0,53.0,19.0,143.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,30.1,37.3,41.1,21.6,27.7,33.2,37.8,22.1,30.1,37.3,41.1,21.6,27.7,33.2,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)",N25,FutOnly
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,121224,2012-12-24,85692,CMX,1,85,148449,7604,62048,55985,10272,7471,35797,20809,6371,9803,17080,10354,133385,134405,15064,14044,148449,7604,62048,55985,10272,7471,35797,20809,6371,9803,17080,10354,133385,134405,15064,14044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5366.0,1203.0,-4095.0,-427.0,-143.0,-638.0,-6436.0,3107.0,406.0,501.0,-1699.0,205.0,-5186.0,-2857.0,-180.0,-2509.0,100,5.1,41.8,37.7,6.9,5.0,24.1,14.0,4.3,6.6,11.5,7.0,89.9,90.5,10.1,9.5,100,5.1,41.8,37.7,6.9,5.0,24.1,14.0,4.3,6.6,11.5,7.0,89.9,90.5,10.1,9.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,21.0,31.0,18.0,8.0,12.0,40.0,30.0,19.0,19.0,38.0,20.0,129,136.0,197.0,21.0,31.0,18.0,8.0,12.0,40.0,30.0,19.0,19.0,38.0,20.0,129.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,29.0,38.2,40.1,22.2,26.9,34.2,36.6,22.5,29.0,38.2,40.1,22.2,26.9,34.2,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)",N25,FutOnly
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,121231,2012-12-31,85692,CMX,1,85,146548,7719,63993,56430,10294,7011,34694,18770,5586,10792,17385,9832,132064,132871,14484,13677,146548,7719,63993,56430,10294,7011,34694,18770,5586,10792,17385,9832,132064,132871,14484,13677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1901.0,115.0,1945.0,445.0,22.0,-460.0,-1103.0,-2039.0,-785.0,989.0,305.0,-522.0,-1321.0,-1534.0,-580.0,-367.0,100,5.3,43.7,38.5,7.0,4.8,23.7,12.8,3.8,7.4,11.9,6.7,90.1,90.7,9.9,9.3,100,5.3,43.7,38.5,7.0,4.8,23.7,12.8,3.8,7.4,11.9,6.7,90.1,90.7,9.9,9.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193,17.0,30.0,19.0,8.0,11.0,41.0,28.0,19.0,22.0,33.0,15.0,127,124.0,193.0,17.0,30.0,19.0,8.0,11.0,41.0,28.0,19.0,22.0,33.0,15.0,127.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,29.8,39.0,41.6,22.7,28.1,34.9,38.3,23.0,29.8,39.0,41.6,22.7,28.1,34.9,38.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)",N25,FutOnly
