         買超概算   區間漲幅       代號            分類
26   5.951546   8.97      博智    電子上游-PCB-製造
27  -0.059865   6.33   紅木-KY          傳產-其他
         買超概算      代號             分類  node1
0   12.828707      亞力          傳產-電機     很強
1   41.709583      華城          傳產-電機     很強
2    0.830132   駿吉-KY          傳產-電機     很強
3   -0.440364   英利-KY       傳產-汽車零組件   緩緩下跌
4    7.875848    新興-◎          傳產-航運     很強
5    9.381483    裕民-◎          傳產-航運   緩緩上漲
6    3.717334      中航          傳產-航運     很強
7   -1.738396   美食-KY          傳產-觀光   緩緩下跌
8    3.252128      雄獅          傳產-觀光   緩緩上漲
9    2.767585      力特   電子中游-LCD-零組件  上漲ing
10   1.336046      公準          傳產-電機   緩緩上漲
11   1.438890      茂訊      電子下游-資訊通路  上漲ing
12   8.245683    欣銓-◎     電子上游-IC-封測  上漲ing
13   1.964059     台星科     電子上游-IC-封測   緩緩上漲
14  14.144885   世芯-KY     電子上游-IC-設計   緩緩上漲
15   0.285360  太景*-KY          傳產-生技   緩緩下跌
16   3.185650      台耀          傳產-生技   緩緩上漲
17  -6.413677   材料-KY        傳產-化學工業   緩緩下跌
18   3.700453      立積     電子上游-IC-設計   緩緩上漲
19  13.932786    祥碩-●     電子上游-IC-設計   緩緩上漲
20   2.913579      高技    電子上游-PCB-製造   緩緩上漲
21   9.997434    新普-◎  電子中游-NB與手機零組件   緩緩上漲
22   3.654696      振曜        電子中游-網通   緩緩上漲
23   0.446633     安鈦克        電子中游-其他     很弱
24   5.611430      倉和        電子中游-其他  上漲ing
25   9.563293    南電-●    電子上游-PCB-製造   緩緩下跌
26   5.951546      博智    電子上游-PCB-製造   緩緩上漲
27  -0.059865   紅木-KY          傳產-其他   緩緩上漲
               分類  node1   node2     node3
0           傳產-電機     很強      亞力  12.83(億)
1           傳產-電機     很強      華城  41.71(億)
2           傳產-電機     很強   駿吉-KY   0.83(億)
3        傳產-汽車零組件   緩緩下跌   英利-KY  -0.44(億)
4           傳產-航運     很強    新興-◎   7.88(億)
5           傳產-航運   緩緩上漲    裕民-◎   9.38(億)
6           傳產-航運     很強      中航   3.72(億)
7           傳產-觀光   緩緩下跌   美食-KY  -1.74(億)
8           傳產-觀光   緩緩上漲      雄獅   3.25(億)
9    電子中游-LCD-零組件  上漲ing      力特   2.77(億)
10          傳產-電機   緩緩上漲      公準   1.34(億)
11      電子下游-資訊通路  上漲ing      茂訊   1.44(億)
12     電子上游-IC-封測  上漲ing    欣銓-◎   8.25(億)
13     電子上游-IC-封測   緩緩上漲     台星科   1.96(億)
14     電子上游-IC-設計   緩緩上漲   世芯-KY  14.14(億)
15          傳產-生技   緩緩下跌  太景*-KY   0.29(億)
16          傳產-生技   緩緩上漲      台耀   3.19(億)
17        傳產-化學工業   緩緩下跌   材料-KY  -6.41(億)
18     電子上游-IC-設計   緩緩上漲      立積    3.7(億)
19     電子上游-IC-設計   緩緩上漲    祥碩-●  13.93(億)
20    電子上游-PCB-製造   緩緩上漲      高技   2.91(億)
21  電子中游-NB與手機零組件   緩緩上漲    新普-◎   10.0(億)
22        電子中游-網通   緩緩上漲      振曜   3.65(億)
23        電子中游-其他     很弱     安鈦克   0.45(億)
24        電子中游-其他  上漲ing      倉和   5.61(億)
25    電子上游-PCB-製造   緩緩下跌    南電-●   9.56(億)
26    電子上游-PCB-製造   緩緩上漲      博智   5.95(億)
27          傳產-其他   緩緩上漲   紅木-KY  -0.06(億)
    node1   node2     node3          node4
0      很強      亞力  12.83(億)          傳產-電機
1      很強      華城  41.71(億)          傳產-電機
2      很強   駿吉-KY   0.83(億)          傳產-電機
3    緩緩下跌   英利-KY  -0.44(億)       傳產-汽車零組件
4      很強    新興-◎   7.88(億)          傳產-航運
5    緩緩上漲    裕民-◎   9.38(億)          傳產-航運
6      很強      中航   3.72(億)          傳產-航運
7    緩緩下跌   美食-KY  -1.74(億)          傳產-觀光
8    緩緩上漲      雄獅   3.25(億)          傳產-觀光
9   上漲ing      力特   2.77(億)   電子中游-LCD-零組件
10   緩緩上漲      公準   1.34(億)          傳產-電機
11  上漲ing      茂訊   1.44(億)      電子下游-資訊通路
12  上漲ing    欣銓-◎   8.25(億)     電子上游-IC-封測
13   緩緩上漲     台星科   1.96(億)     電子上游-IC-封測
14   緩緩上漲   世芯-KY  14.14(億)     電子上游-IC-設計
15   緩緩下跌  太景*-KY   0.29(億)          傳產-生技
16   緩緩上漲      台耀   3.19(億)          傳產-生技
17   緩緩下跌   材料-KY  -6.41(億)        傳產-化學工業
18   緩緩上漲      立積    3.7(億)     電子上游-IC-設計
19   緩緩上漲    祥碩-●  13.93(億)     電子上游-IC-設計
20   緩緩上漲      高技   2.91(億)    電子上游-PCB-製造
21   緩緩上漲    新普-◎   10.0(億)  電子中游-NB與手機零組件
22   緩緩上漲      振曜   3.65(億)        電子中游-網通
23     很弱     安鈦克   0.45(億)        電子中游-其他
24  上漲ing      倉和   5.61(億)        電子中游-其他
25   緩緩下跌    南電-●   9.56(億)    電子上游-PCB-製造
26   緩緩上漲      博智   5.95(億)    電子上游-PCB-製造
27   緩緩上漲   紅木-KY  -0.06(億)          傳產-其他
[['TWSE', '很強'], ['TWSE', '上漲ing'], ['TWSE', '緩緩上漲'], ['TWSE', '緩緩下跌'], ['TWSE', '下跌ing'], ['TWSE', '很弱'], ['很強', '亞力'], ['很強', '華城'], ['很強', '駿吉-KY'], ['緩緩下跌', '英利-KY'], ['很強', '新興-◎'], ['緩緩上漲', '裕民-◎'], ['很強', '中航'], ['緩緩下跌', '美食-KY'], ['緩緩上漲', '雄獅'], ['上漲ing', '力特'], ['緩緩上漲', '公準'], ['上漲ing', '茂訊'], ['上漲ing', '欣銓-◎'], ['緩緩上漲', '台星科'], ['緩緩上漲', '世芯-KY'], ['緩緩下跌', '太景*-KY'], ['緩緩上漲', '台耀'], ['緩緩下跌', '材料-KY'], ['緩緩上漲', '立積'], ['緩緩上漲', '祥碩-●'], ['緩緩上漲', '高技'], ['緩緩上漲', '新普-◎'], ['緩緩上漲', '振曜'], ['很弱', '安鈦克'], ['上漲ing', '倉和'], ['緩緩下跌', '南電-●'], ['緩緩上漲', '博智'], ['緩緩上漲', '紅木-KY'], ['亞力', '12.83(億)'], ['華城', '41.71(億)'], ['駿吉-KY', '0.83(億)'], ['英利-KY', '-0.44(億)'], ['新興-◎', '7.88(億)'], ['裕民-◎', '9.38(億)'], ['中航', '3.72(億)'], ['美食-KY', '-1.74(億)'], ['雄獅', '3.25(億)'], ['力特', '2.77(億)'], ['公準', '1.34(億)'], ['茂訊', '1.44(億)'], ['欣銓-◎', '8.25(億)'], ['台星科', '1.96(億)'], ['世芯-KY', '14.14(億)'], ['太景*-KY', '0.29(億)'], ['台耀', '3.19(億)'], ['材料-KY', '-6.41(億)'], ['立積', '3.7(億)'], ['祥碩-●', '13.93(億)'], ['高技', '2.91(億)'], ['新普-◎', '10.0(億)'], ['振曜', '3.65(億)'], ['安鈦克', '0.45(億)'], ['倉和', '5.61(億)'], ['南電-●', '9.56(億)'], ['博智', '5.95(億)'], ['紅木-KY', '-0.06(億)']]
         買超概算   區間漲幅      代號             分類
0   12.828707  25.00      亞力          傳產-電機
1   41.709583  28.75      華城          傳產-電機
2    0.830132  21.14   駿吉-KY          傳產-電機
3   -0.440364  -1.94   英利-KY       傳產-汽車零組件
4    7.875848  24.34    新興-◎          傳產-航運
5    9.381483   9.82    裕民-◎          傳產-航運
6    3.717334  22.64      中航          傳產-航運
7   -1.738396  -1.30   美食-KY          傳產-觀光
8    3.252128   6.83      雄獅          傳產-觀光
9    2.767585  16.69      力特   電子中游-LCD-零組件
10   1.336046   4.95      公準          傳產-電機
11   1.438890  11.93      茂訊      電子下游-資訊通路
12   8.245683  10.09    欣銓-◎     電子上游-IC-封測
13   1.964059   2.46     台星科     電子上游-IC-封測
14  14.144885   8.36   世芯-KY     電子上游-IC-設計
15   0.285360  -1.57  太景*-KY          傳產-生技
16   3.185650   4.50      台耀          傳產-生技
17  -6.413677  -9.24   材料-KY        傳產-化學工業
18   3.700453   2.15      立積     電子上游-IC-設計
19  13.932786   4.51    祥碩-●     電子上游-IC-設計
20   2.913579   7.14      高技    電子上游-PCB-製造
21   9.997434   9.20    新普-◎  電子中游-NB與手機零組件
22   3.654696   6.06      振曜        電子中游-網通
23   0.446633    NaN     安鈦克        電子中游-其他
24   5.611430  12.39      倉和        電子中游-其他
25   9.563293  -0.40    南電-●    電子上游-PCB-製造
26   5.951546   8.97      博智    電子上游-PCB-製造
27  -0.059865   6.33   紅木-KY          傳產-其他
         買超概算      代號             分類  node1
0   12.828707      亞力          傳產-電機     很強
1   41.709583      華城          傳產-電機     很強
2    0.830132   駿吉-KY          傳產-電機     很強
3   -0.440364   英利-KY       傳產-汽車零組件   緩緩下跌
4    7.875848    新興-◎          傳產-航運     很強
5    9.381483    裕民-◎          傳產-航運   緩緩上漲
6    3.717334      中航          傳產-航運     很強
7   -1.738396   美食-KY          傳產-觀光   緩緩下跌
8    3.252128      雄獅          傳產-觀光   緩緩上漲
9    2.767585      力特   電子中游-LCD-零組件  上漲ing
10   1.336046      公準          傳產-電機   緩緩上漲
11   1.438890      茂訊      電子下游-資訊通路  上漲ing
12   8.245683    欣銓-◎     電子上游-IC-封測  上漲ing
13   1.964059     台星科     電子上游-IC-封測   緩緩上漲
14  14.144885   世芯-KY     電子上游-IC-設計   緩緩上漲
15   0.285360  太景*-KY          傳產-生技   緩緩下跌
16   3.185650      台耀          傳產-生技   緩緩上漲
17  -6.413677   材料-KY        傳產-化學工業   緩緩下跌
18   3.700453      立積     電子上游-IC-設計   緩緩上漲
19  13.932786    祥碩-●     電子上游-IC-設計   緩緩上漲
20   2.913579      高技    電子上游-PCB-製造   緩緩上漲
21   9.997434    新普-◎  電子中游-NB與手機零組件   緩緩上漲
22   3.654696      振曜        電子中游-網通   緩緩上漲
23   0.446633     安鈦克        電子中游-其他     很弱
24   5.611430      倉和        電子中游-其他  上漲ing
25   9.563293    南電-●    電子上游-PCB-製造   緩緩下跌
26   5.951546      博智    電子上游-PCB-製造   緩緩上漲
27  -0.059865   紅木-KY          傳產-其他   緩緩上漲
               分類  node1   node2     node3
0           傳產-電機     很強      亞力  12.83(億)
1           傳產-電機     很強      華城  41.71(億)
2           傳產-電機     很強   駿吉-KY   0.83(億)
3        傳產-汽車零組件   緩緩下跌   英利-KY  -0.44(億)
4           傳產-航運     很強    新興-◎   7.88(億)
5           傳產-航運   緩緩上漲    裕民-◎   9.38(億)
6           傳產-航運     很強      中航   3.72(億)
7           傳產-觀光   緩緩下跌   美食-KY  -1.74(億)
8           傳產-觀光   緩緩上漲      雄獅   3.25(億)
9    電子中游-LCD-零組件  上漲ing      力特   2.77(億)
10          傳產-電機   緩緩上漲      公準   1.34(億)
11      電子下游-資訊通路  上漲ing      茂訊   1.44(億)
12     電子上游-IC-封測  上漲ing    欣銓-◎   8.25(億)
13     電子上游-IC-封測   緩緩上漲     台星科   1.96(億)
14     電子上游-IC-設計   緩緩上漲   世芯-KY  14.14(億)
15          傳產-生技   緩緩下跌  太景*-KY   0.29(億)
16          傳產-生技   緩緩上漲      台耀   3.19(億)
17        傳產-化學工業   緩緩下跌   材料-KY  -6.41(億)
18     電子上游-IC-設計   緩緩上漲      立積    3.7(億)
19     電子上游-IC-設計   緩緩上漲    祥碩-●  13.93(億)
20    電子上游-PCB-製造   緩緩上漲      高技   2.91(億)
21  電子中游-NB與手機零組件   緩緩上漲    新普-◎   10.0(億)
22        電子中游-網通   緩緩上漲      振曜   3.65(億)
23        電子中游-其他     很弱     安鈦克   0.45(億)
24        電子中游-其他  上漲ing      倉和   5.61(億)
25    電子上游-PCB-製造   緩緩下跌    南電-●   9.56(億)
26    電子上游-PCB-製造   緩緩上漲      博智   5.95(億)
27          傳產-其他   緩緩上漲   紅木-KY  -0.06(億)
    node1   node2     node3          node4
0      很強      亞力  12.83(億)          傳產-電機
1      很強      華城  41.71(億)          傳產-電機
2      很強   駿吉-KY   0.83(億)          傳產-電機
3    緩緩下跌   英利-KY  -0.44(億)       傳產-汽車零組件
4      很強    新興-◎   7.88(億)          傳產-航運
5    緩緩上漲    裕民-◎   9.38(億)          傳產-航運
6      很強      中航   3.72(億)          傳產-航運
7    緩緩下跌   美食-KY  -1.74(億)          傳產-觀光
8    緩緩上漲      雄獅   3.25(億)          傳產-觀光
9   上漲ing      力特   2.77(億)   電子中游-LCD-零組件
10   緩緩上漲      公準   1.34(億)          傳產-電機
11  上漲ing      茂訊   1.44(億)      電子下游-資訊通路
12  上漲ing    欣銓-◎   8.25(億)     電子上游-IC-封測
13   緩緩上漲     台星科   1.96(億)     電子上游-IC-封測
14   緩緩上漲   世芯-KY  14.14(億)     電子上游-IC-設計
15   緩緩下跌  太景*-KY   0.29(億)          傳產-生技
16   緩緩上漲      台耀   3.19(億)          傳產-生技
17   緩緩下跌   材料-KY  -6.41(億)        傳產-化學工業
18   緩緩上漲      立積    3.7(億)     電子上游-IC-設計
19   緩緩上漲    祥碩-●  13.93(億)     電子上游-IC-設計
20   緩緩上漲      高技   2.91(億)    電子上游-PCB-製造
21   緩緩上漲    新普-◎   10.0(億)  電子中游-NB與手機零組件
22   緩緩上漲      振曜   3.65(億)        電子中游-網通
